index,hsa-mir-1296,hsa-mir-597,hsa-mir-145,hsa-mir-31,hsa-mir-378f,hsa-mir-1291,hsa-mir-132,hsa-mir-3662,hsa-mir-1260b,hsa-mir-4518,hsa-mir-1294,hsa-mir-338,hsa-mir-107,hsa-mir-3177,hsa-mir-34c,hsa-mir-3200,hsa-mir-4437,hsa-mir-3934,hsa-mir-4799,hsa-mir-1304,hsa-mir-4458,hsa-mir-5680,hsa-mir-3619,hsa-mir-340,hsa-mir-187,hsa-mir-4424,hsa-mir-1909,hsa-mir-26b,hsa-mir-362,hsa-mir-100,hsa-mir-579,hsa-mir-3181,hsa-mir-1295a,hsa-mir-4651,hsa-mir-466,hsa-mir-20b,hsa-mir-4454,hsa-mir-4632,hsa-let-7f-1,hsa-mir-3194,hsa-mir-301b,hsa-mir-410,hsa-mir-34b,hsa-mir-202,hsa-mir-1255a,hsa-mir-196b,hsa-mir-330,hsa-mir-639,hsa-let-7f-2,hsa-mir-23b,hsa-mir-3653,hsa-mir-4449,hsa-mir-378c,hsa-mir-548b,hsa-mir-874,hsa-mir-215,hsa-mir-4420,hsa-mir-449a,hsa-mir-1226,hsa-mir-3916,hsa-mir-582,hsa-mir-2277,hsa-mir-378a,hsa-mir-3679,hsa-mir-4443,hsa-mir-1248,hsa-mir-509-3,hsa-mir-491,hsa-mir-4484,hsa-mir-363,hsa-mir-147b,hsa-mir-7-1,hsa-mir-138-1,hsa-mir-151a,hsa-mir-190b,hsa-mir-95,hsa-mir-618,hsa-mir-508,hsa-mir-106a,hsa-mir-3174,hsa-mir-214,hsa-mir-374c,hsa-mir-2114,hsa-mir-421,hsa-mir-500a,hsa-mir-3138,hsa-mir-2115,hsa-mir-378i,hsa-mir-375,hsa-mir-135b,hsa-mir-148b,hsa-mir-4791,hsa-mir-188,hsa-mir-548q,hsa-mir-584,hsa-mir-642a,hsa-mir-1287,hsa-mir-429,hsa-mir-3064,hsa-mir-381
TARGET-20-PASFIT-09A,0.2257269309463659,0.342573732335677,0.3761686894974175,0.1871127507878895,0.2959039430543964,0.3848011293180361,0.4307926406835987,0.0893265019089057,0.1358099764393424,0.3503357192166469,0.1796819134948904,0.7530626410557044,0.5306275044449564,0.2246062863071228,0.4125754908925831,0.2736086896818962,0.2507901927628666,0.3187604189502064,0.15090522265043696,0.3151854545606383,0.1015373314762877,0.34935464434953173,0.23081914092985603,0.7286846068411541,0.2020238868766523,0.1607583808666028,0.4886958627683141,0.5007002025825116,0.5012653809775566,0.6969382545998069,0.280610011007507,0.25026525060219174,0.23660110824239677,0.2634133149998649,0.075343238978824,0.5205414855642005,0.17807596156151798,0.100179540366502,0.7307677553930159,0.1357062230408501,0.4547532854828137,0.0826474114892995,0.2950097151151399,0.1155753150189385,0.1275008292144975,0.2402393582991445,0.3792171896553369,0.24500903454993186,0.7340437540353864,0.4674908877076575,0.5576528849030802,0.1719997184358944,0.8177902706439367,0.474151285621203,0.3613320272181781,0.5118078980734582,0.18180657234470807,0.1597323347732799,0.2529385673686591,0.2334915510378531,0.2292280200264979,0.3828455586847941,0.6058444352552175,0.17970557345163043,0.1538973837881725,0.7363281158255056,0.1757979680843965,0.1223444193450006,0.20260522076166684,0.3460979574896971,0.2531974424558824,0.0760575671211529,0.2903666843096138,0.7865736109147319,0.1644145434454853,0.22566874327117686,0.19560262900883768,0.1133886048819053,0.3722592782388036,0.2193510445734232,0.242317979146046,0.3626872225825543,0.2187435110322968,0.554541338846783,0.4624835227506557,0.15263338257534392,0.3868309844999426,0.2717875080547863,0.103604271478167,0.22104780906701968,0.7552712335184628,0.4888656156607588,0.1635415521848192,0.2554974412532817,0.1722669303261969,0.3436683231648181,0.6743365548517033,0.28910255408753766,0.2374319213473041,0.0963595246425761
TARGET-20-PASHBI-09A,0.1598010908329478,0.2836454513641425,0.2796956449291238,0.3779780785112315,0.4522258859903483,0.21321058531768,0.6268156168026233,0.2602042868149747,0.0728859756969776,0.27622001901414395,0.2965950429240943,0.278268707615489,0.7639267586900598,0.4276415540100892,0.0608287491073647,0.2593189459860855,0.0767864287843677,0.0715424749234317,0.1503222803855701,0.4298922757037959,0.4350681022511086,0.3897447696568769,0.1111273185537853,0.9595327220983548,0.12438057682069364,0.2066977774466435,0.22648286856268954,0.5401170179503718,0.2533753478539575,0.4476570089895253,0.2454626039923942,0.2584741010834841,0.0940944714337396,0.26121452405505935,0.21909940474515252,0.5355539360167895,0.2838494252236688,0.1000460674370852,0.9058661864592872,0.0728302937222121,0.4544003862130645,0.24478103320425626,0.2045904803012633,0.5501905281051936,0.3392897110814806,0.1578204168236797,0.8452667422844777,0.240547939762281,0.904461408382808,0.5895987301789976,0.4236118820128087,0.1142313635937286,0.7448073311157845,0.3059640135772148,0.1555625639779112,0.7381113056477241,0.1873125125513996,0.22189051879787364,0.344704468819028,0.1319039227271752,0.3744448576363757,0.20060927783859026,0.6964588042543034,0.2263009654802615,0.1803696869507449,0.2990514359048032,0.16635716828984443,0.22372533058802,0.1652640905537402,0.500811742581468,0.1103787739546869,0.2541021255312508,0.2666054173340954,0.82979231488155,0.4854565789671415,0.18998035048424,0.0666576565237615,0.1341621066007032,0.3654092061470683,0.3080215535333812,0.15558776812327427,0.35641932152662176,0.16443903705366464,0.8012726481179184,0.3867506101773786,0.2055945782287218,0.4971453865098874,0.23221085774045772,0.4542157784505139,0.1362687577886103,0.7108706833514182,0.6270136429986297,0.1299077524702879,0.19352135049966604,0.3513007706041857,0.0712468022820156,0.7716518711535163,0.2705968179779474,0.2809309345977336,0.2839473419001813
TARGET-20-PARWDZ-09A,0.5259630029416864,0.0771348240418629,0.411247145568597,0.4499040557604937,0.21275239085616746,0.3603001140674224,0.2910955361848333,0.2409381458282179,0.14689941687878424,0.3217086050884164,0.0922532077676937,0.6254801154617088,0.6025543366129531,0.036142555949286,0.129274325087717,0.2314500557678447,0.15617763145688116,0.1902181412014917,0.0428187287128404,0.1323853155453118,0.12779409153206456,0.209855428360545,0.390862358759685,0.5888572451144445,0.5237479935815325,0.0457304025621222,0.0412625227599228,0.5866810132818303,0.8293090981647439,0.7535550715135548,0.4988171822825495,0.0843362068683518,0.18746924244735955,0.0710392810857104,0.0411759086341876,0.6906744975947315,0.2882074994044705,0.3999815662880877,0.4767505498329363,0.5038752706140732,0.660394593746828,0.0667106360318308,0.0287797278437384,0.1865465242278756,0.4856307269085006,0.7430734081108021,0.4060667598836112,0.1601198156776125,0.4756593682875172,0.5576861991929942,0.2792184119476993,0.1071242768900805,0.5958487464515758,0.6168514759828863,0.4814575700486349,0.4008653167748546,0.20241012978471595,0.2349229214537583,0.3644372409306409,0.1042646469111941,0.6809829297783283,0.5796681377540012,0.6649402978387622,0.15931323266998276,0.10234507064680198,0.1606615690929435,0.0543473421683436,0.3497944902492427,0.2308681634115219,0.5539876863251649,0.4034597525502589,0.535830946973805,0.2371582054235656,0.8354603437553425,0.1564733235554511,0.049875034607445,0.3475310395822408,0.2617510127420259,0.5864548697124954,0.4302953540429967,0.1895746374793435,0.1249302710377713,0.0936120772387694,0.6471264566883266,0.8640599583097224,0.233582780568679,0.1817233633519767,0.15808496875645842,0.211819277692095,0.1387659470777726,0.5232198684947333,0.156919201108214,0.5070792810743451,0.1603519571018676,0.4976626890397274,0.2156626552571475,0.5765658492286072,0.6997679258549006,0.3622679366186729,0.0650766160904462
TARGET-20-PASCFW-09A,0.5527333758548397,0.2077572694937887,0.600372387485422,0.3641447432809161,0.3928214563470708,0.3440062876943734,0.4246565460630578,0.5533591021498766,0.2597397561516903,0.3486554723505383,0.2076530170884588,0.5112132635798917,0.992291700215206,0.1764143313568089,0.1899832752887633,0.3255644590852157,0.1096249247917834,0.5335682180312992,0.1153292597873433,0.401144227352472,0.3790724699426714,0.2587210674575503,0.263178704384686,0.3771811764119199,0.1726800707930768,0.2334267030529334,0.27000214483576834,0.5433742267689394,0.6546578933850769,0.2018561706708906,0.5261273152650401,0.2991928644409447,0.4845051722641761,0.3526891569765636,0.21972773220887556,0.8822399510804602,0.29779234099210133,0.2768379620170126,0.4067593313026563,0.1039769083972089,0.3462202301514036,0.5636686653496661,0.1404758548705895,0.0500919313048979,0.3864655153352338,0.8557917482429098,0.6121265423996622,0.25018758823652854,0.4049697480230219,0.7006581673725922,0.4788694313696552,0.1627330405751321,0.3605573385964855,0.0880947049523679,0.6672574087826938,0.0578933383459394,0.2863750664464036,0.2706813619804598,0.6760137906540353,0.1569316379122932,0.2252191907323613,0.598995262643063,0.4622897585341969,0.2237646141465487,0.18135358020477269,0.2932702493589462,0.1901893347837469,0.4068954401513018,0.15505936163504142,0.89526682806426,0.23013599882611346,0.4484869261422255,0.2613616674230137,0.8949155239232385,0.1900089738339045,0.4146700851220405,0.4190228094822943,0.0890597286594661,0.7509428893594023,0.3045692886415426,0.1416903315254334,0.3267312619558412,0.20323394976115175,0.4279740522289117,0.7545466754587473,0.4864135556772991,0.5359292366088808,0.20576774734622377,0.4866124309653678,0.25589345047734197,0.5614307790226698,0.34762808301136083,0.2556467510617526,0.33477417672789705,0.566299391743145,0.4416042465763763,0.8608819754144361,0.2788634572024591,0.102906260664487,0.5141174417666309
TARGET-20-PASPTW-09A,0.3764025684389841,0.30941334411450727,0.3604727742955124,0.1495723182106841,0.2869920818589393,0.6978393127572317,0.7135049154427098,0.2524549061715209,0.360889983289853,0.438178908583465,0.3306331687140256,0.2843685063287804,0.3768958508686997,0.6921292723816312,0.28094760516760303,0.5382938881504064,0.25270076165038324,0.2456616555235348,0.23318814757349662,0.9206539646529592,0.2735487936690344,0.223873635739776,0.24072559622844894,0.4073915269814644,0.2464417907888635,0.14112108659066366,0.6393159621295444,0.2166584093811443,0.2047645898786474,0.3689297687206138,0.3386714657872299,0.28155631499161454,0.5059877266211376,0.7207013412676999,0.2684152356661013,0.2814630069114961,0.4639399774255723,0.4415401560269276,0.569377812969468,0.3240707138429248,0.32646888660080564,0.4684339476047934,0.2872959486881377,0.2881521149968655,0.3737718135411547,0.3212015629015349,0.6802937005232805,0.36073557839555725,0.5670149827491695,0.5114116808530398,0.6359093122553063,0.4524870553829224,0.6835096113355403,0.20968273557244382,0.3854644521193321,0.4116150191045065,0.22780618014652546,0.3405910889273244,0.8375862303256422,0.3811754287534091,0.23302348679063287,0.42217489003145553,0.8072440853525742,0.22197022780923797,0.2488609884749913,0.7782535408107457,0.9731360883149788,0.306108367006464,0.24977520980725412,0.3269200942174026,0.23393937879665408,0.5212312580397505,0.3744256711101257,0.3573653031715372,0.3745650573850003,0.19740145019887884,0.1369925074079168,0.761696012041812,0.0573376236141762,0.31712469447455005,0.23516828113980107,0.3053321224101264,0.20929498440550282,0.4310039010660693,0.6028548758407362,0.22306285227204373,0.1776995628319829,0.353555205738449,0.4851928480442988,0.24969350367299184,0.8679513717028382,0.5344648285876463,0.38103447521876477,0.4095333925676571,0.4857301677570885,0.3489317755710899,0.8292918525411548,0.2308171432280585,0.7316517523359759,0.6022193307641844
TARGET-20-PAKTCX-04A,0.531932966756001,0.3124238270066606,0.5209645254618583,0.3700275144545519,0.22997608077297715,0.4587383803100439,0.2993441774106633,0.4192976592663666,0.23888758278948904,0.3860359513231455,0.0675130357443,0.9137537131058456,0.571172912072353,0.1141519831004779,0.432184451646262,0.1588565484378024,0.1285488427873519,0.2916219516228119,0.14506412389124465,0.214320392624907,0.14177004073762417,0.1489747781444972,0.16117163583291402,0.6283822221554194,0.4191160279116509,0.1879679190698086,0.5070951502607777,0.4346786973909544,0.6787428140486806,0.4526934017006767,0.1883618197654648,0.2663659226177302,0.1575243907938749,0.23812793072052862,0.1654659465300702,0.6485904637226997,0.1444340612704386,0.0900067405092017,0.5877987036495238,0.2404906258599199,0.4648475066036641,0.1939540478195472,0.2213216155775441,0.20741784871208938,0.4457363890776549,0.8102336445852144,0.4989292589937411,0.14630416443506736,0.5906708023822809,0.3194690707975902,0.488133335946702,0.3290477060942232,0.5315252093395951,0.34477151632835124,0.5317983645379296,0.4210886186006058,0.22229162761883514,0.23166156536256677,0.2014383356377869,0.1186677542574735,0.9734871813990942,0.4582818378892137,0.4028591532889671,0.2586708263695186,0.1384111547420162,0.4861103359863069,0.4125565083527732,0.3787571209976258,0.1057384884387727,0.656575473894292,0.31222230292832387,0.5508647141245462,0.3288687579658106,0.5795713422334314,0.3047709607901717,0.1575243907938749,0.4203930852549906,0.6279968064902796,0.613327430727058,0.29399273516565294,0.2232350400274531,0.7049182020358056,0.21670094275997923,0.6215722790714351,0.7884570116143552,0.2091277253658512,0.6889724669996808,0.1968041963368106,0.3149485193832727,0.4075552037423662,0.5850856872095775,0.2950646440294368,0.3234139512682784,0.34529227400100193,0.6458131198870166,0.0814378727168186,0.6465143465712866,0.7193668165015739,0.5155137693523956,0.2321400799822727
TARGET-20-PARPWL-09A,0.3166267998872671,0.30343620874432187,0.2275113201001131,0.10817850279984452,0.27928147946360515,0.3985133417195259,0.6536195575319339,0.2576047585718869,0.3916564003366899,0.32592209413064654,0.3205218670543223,0.3403844497650418,0.5991631409618039,1.0,0.2063503521665979,0.2094161283712415,0.2098629107426165,0.3844370323885378,0.2372256220117991,0.8899730728621857,0.41934865001736826,0.17843060000886127,0.1645064324059047,0.5019771076963413,0.4295495382411373,0.22772925187582627,0.322029576003391,0.3809125590343463,0.4424300863109693,0.3355030069757795,0.4341849881738467,0.2744892431274202,0.4337292086129895,0.40736201085733437,0.15929777857711694,0.327924966555396,0.7081152524320372,0.7884816195438036,0.5958478481949561,0.3725088142154765,0.2494524098968625,0.2545440988475166,0.2757125954683419,0.3559580860475282,0.4254412864824757,0.297695935249795,0.593631204147619,0.3236073403771559,0.5911122397653363,0.4063923116625692,0.6108013407693242,0.4355211891651636,0.6833059412294923,0.2170757173873911,0.3733600241693537,0.3328294766936225,0.26690231013631244,1.0,0.6483907411033584,0.37615218885103097,0.3677837357841013,0.408930661485332,0.948692849878524,0.19408260709619382,0.7136189713385601,0.7253607807490906,0.3613329452319471,0.4576026500286747,0.21312789579844474,0.307765563986678,0.1859130226840612,0.5775153309754022,0.3032789333946913,0.6463107425150756,0.5411778873274845,0.1953714694966687,0.1368933007621464,0.2825304694736525,0.1348150944110701,0.35636352401166493,0.25154701851702843,0.3762140827184102,0.20161431720613016,0.6191501933369026,0.7153540126937139,0.375735927803753,0.2946159533038861,0.6317015010047762,0.3654442938510363,0.23175484176457947,0.6076040942545216,0.3171387945323319,0.7655814606731526,0.8947552132129165,0.7596989453172586,0.3993342093566186,0.7343520266333936,0.3117001905238662,0.38732739488053,0.21583492278987562
TARGET-20-PAPVZK-09A,0.3233588640549689,0.6213663889899863,0.3557501667413557,0.17181103148828455,0.4313282152180326,0.1235458695218297,0.381075617278434,0.0848523299505781,0.1812519182804457,0.26714343745524627,0.1921192572507817,0.5977827549744589,0.7040204941094208,0.2545409591320939,0.0578590559398804,0.0369440808800023,0.21524673975786046,0.1266295626613989,0.0765791712790981,0.4183359626113767,0.0516575779562152,0.0947968020361613,0.0566119535939007,0.7316843562158861,0.0317909791093814,0.1676847340889038,0.21028036626760063,0.6117895605975865,0.2579453012900221,0.3628583246867284,0.4676440931108055,0.2077208890163558,0.0891990241786212,0.21349528731869044,0.22153625384907333,0.1448476006492055,0.2713483664844989,0.2007008676967066,0.8356783894750319,0.3802842396531827,0.397030424911806,0.1699635324698919,0.1347060621954971,0.0875637776805476,0.255436658640888,0.0613322446642594,0.4657656360868094,0.2248096892399414,0.8379516396634688,0.425702107835505,0.2557176729855225,0.2311481340870947,0.8054922075476318,0.1842213987979774,0.2752266520285858,0.4989044951889332,0.1118777702805954,0.15201618487522953,0.3113282915927889,0.1254643002816127,0.6995386847699339,0.2813817945475434,0.7693296961063409,0.0819885679910036,0.1455533603271768,0.1336051834833411,0.14920165952410597,0.3157419157374468,0.329796210906276,0.1778270535916247,0.1046361042978376,0.4228858400027557,0.1187826782463567,0.7022852710208782,0.3424823847288687,0.15994849608882816,0.0241499888982845,0.0859070519319775,0.2934871947103248,0.2937876646386283,0.16661140751852319,0.33056933532423033,0.1627108156547567,0.6884323218495727,0.4315836120852561,0.3331105841974467,0.1866271531798114,0.1714337912645403,0.2607223615425931,0.19374733190269514,0.6172565226214786,0.7091139646932458,0.2119933972825273,0.1033432716135654,0.5987505925314588,0.025812630894631,0.6477306472650626,0.20258948801793622,0.2257727341598212,0.0923444050151644
TARGET-20-PANZXI-09A,0.2852082566736165,0.6705108350454485,0.565070401788957,0.33258104193992477,0.3195383592610893,0.4943511484684791,0.5855493624354571,0.3461684624179086,0.335829143602283,0.7552980426786511,0.1858139625726897,0.6140808311369327,0.1567692852828137,0.3141768412809271,0.2959484520586753,0.2814127330786637,0.23870015012116216,0.5166052721083826,0.24249313675318485,0.4274195101906078,0.2053658278819306,0.40876452314779577,0.2927962388224021,0.758297011029613,0.154519152484674,0.3975212336292065,0.2918650097708309,0.3394468014431362,0.4792118926405892,0.744778748408798,0.6591478295370613,0.23629908529126634,0.6794523123633341,0.617524033709556,0.3660770145744431,0.423400576370802,0.30136205352340245,0.2617000569402388,0.561971665285868,0.29850277655718455,0.5842181631500376,0.1811765484725333,0.24421089190456727,0.22701541503791833,0.3152823924007519,0.3421700406507098,0.3289429941377072,0.38947704956035434,0.5593260331174723,0.4976649202661913,0.8547545522133178,0.2262701459759868,0.6634194349168283,0.23582976474560574,0.5122714047790105,0.1868435734281976,0.21296438542844578,0.2175075904662729,0.5705656192315988,0.20613624667478297,0.2077447576241747,0.5214488836572503,0.6539573620835109,0.2597879241328866,0.2132334611251145,0.2000558436691699,0.2459042942406256,0.1303373437178384,0.185433180839952,0.230952678676157,0.19716318617457088,0.4147679294980613,0.3825012329632522,0.7139142393204272,0.3862067823856764,0.4335493276604737,0.1839567859804128,0.2802472406578954,0.3805203588898491,0.542408410476826,0.2523367600372104,0.33544061880503745,0.22217403902712676,0.5917484776589279,0.5441280025429129,0.27030793151381405,0.16847141678336763,0.36260110641637566,0.4453977776631632,0.30011836139635495,0.8374789867763879,0.2719333826264455,0.25445466061307287,0.31981483659818133,0.1935568558733011,0.3654954728505963,0.8869124069841481,0.27063160104389544,0.2648163318950386,0.0996480099593717
TARGET-20-PAPWIU-09A,0.1091084725400618,0.23283482914547018,0.238724796832721,0.2792682476358433,0.1509421941245597,0.2994383006825505,0.7724316531841491,0.307589343265278,0.0636543832054439,0.1431621762402092,0.2148127615867098,0.2628839739313203,0.6918021034997714,0.4141580629073492,0.0958898664463562,0.0340355844390236,0.20512196393691862,0.2098632902752324,0.0705503233063524,0.3690489185204974,0.2902646757859629,0.087333734752558,0.13121618852385986,0.8629567737591488,0.0777960088378459,0.1859993486478866,0.1243821104734304,0.5101194513679674,0.2795922081160747,0.4951901744182495,0.3096300168959912,0.200453081694416,0.267075594077758,0.3109058288992096,0.18697273848920748,0.1850609814842408,0.24737612904283943,0.1247213325823483,0.8656342752340067,0.1193450612080846,0.2978551458501299,0.0411149245759416,0.16103509374972222,0.1029237153877051,0.2389257557306572,0.0801751302297829,0.4805575289569999,0.5055714138045672,0.8679587447605899,0.552432035344572,0.1905608010830951,0.2733732349492033,0.7490369001591607,0.0538901396525685,0.33859269868943,0.6495296971372782,0.20284156062271122,0.0681834533020565,0.2715893115441058,0.061906088504706,0.2452511088515088,0.2230514642718594,0.5917656175152155,0.0755338544747214,0.2810912378090938,0.0771565901499188,0.0466096718395425,0.4315666292407979,0.1035003423036926,0.2651537160975978,0.0963984183221967,0.5140914116564961,0.1094312750255919,0.3685829070658374,0.1288479350807873,0.1541901024789789,0.14599812331350345,0.1201945911945831,0.2688082161019882,0.2730872439865504,0.19880069462756272,0.3178473703301163,0.0802841137438079,0.6432516222582744,0.4361443346303923,0.1622074801408164,0.2195305667781149,0.1969060363679107,0.3440721134142447,0.2232999814755843,0.5487475167537863,0.8766426807170795,0.2222692572521509,0.178639954723044,0.2986476970206192,0.0446199074434397,0.7063020709062866,0.2871826830608003,0.1181161679743498,0.115199438780704
